name,official_name,state,country,population,pop_year,tier,type,geoid,lat,lon,coord_source
Avondale,Avondale city,AZ,US,96609,2024,2,incorporated place,0404720,33.313236,-112.328928,census_gazetteer
Portsmouth,Portsmouth city,VA,US,96482,2024,2,incorporated place,5164000,36.859339,-76.356973,census_gazetteer
Temple,Temple city,TX,US,96267,2024,2,incorporated place,4872176,31.104936,-97.388512,census_gazetteer
Merced,Merced city,CA,US,96073,2024,2,incorporated place,0646898,37.305721,-120.477907,census_gazetteer
Reading,Reading city,PA,US,96000,2024,2,incorporated place,4263624,40.33922,-75.926277,census_gazetteer
Bellingham,Bellingham city,WA,US,95860,2024,2,incorporated place,5305280,48.753442,-122.470179,census_gazetteer
Mount Pleasant,Mount Pleasant town,SC,US,95604,2024,2,incorporated place,4548535,32.808382,-79.865038,census_gazetteer
Kirkland,Kirkland city,WA,US,95499,2024,2,incorporated place,5335940,47.696658,-122.20417,census_gazetteer
O'Fallon,O'Fallon city,MO,US,95355,2024,2,incorporated place,2954074,38.784674,-90.720738,census_gazetteer
Greenville,Greenville city,NC,US,95138,2024,2,incorporated place,3728080,35.596431,-77.375256,census_gazetteer
Asheville,Asheville city,NC,US,94992,2024,2,incorporated place,3702140,35.570972,-82.552725,census_gazetteer
Fall River,Fall River city,MA,US,94689,2024,2,incorporated place,2523000,41.725351,-71.094162,census_gazetteer
Niagara Falls,Niagara Falls,ON,CA,94415,2021,2,census subdivision,3526043,43.10012,-79.06627,census_gazetteer
Manteca,Manteca city,CA,US,94292,2024,2,incorporated place,0645484,37.790498,-121.230626,census_gazetteer
Indio,Indio city,CA,US,94275,2024,2,incorporated place,0636448,33.731639,-116.235971,census_gazetteer
Chino,Chino city,CA,US,94010,2024,2,incorporated place,0613210,33.978037,-117.657719,census_gazetteer
Cape Breton,Cape Breton,NS,CA,93694,2021,2,census subdivision,1217030,46.1351,-60.1831,approx_seat
Norwalk,Norwalk city,CT,US,93661,2024,2,incorporated place,0955990,41.092739,-73.419796,census_gazetteer
Redding,Redding city,CA,US,93502,2024,2,incorporated place,0659920,40.570277,-122.366766,census_gazetteer
Lehi,Lehi city,UT,US,93446,2024,2,incorporated place,4944320,40.41708,-111.871147,census_gazetteer
Chilliwack,Chilliwack,BC,CA,93203,2021,2,census subdivision,5909020,49.16638,-121.95257,census_gazetteer
Livonia,Livonia city,MI,US,93113,2024,2,incorporated place,2649000,42.397183,-83.372319,census_gazetteer
Hoover,Hoover city,AL,US,93013,2024,2,incorporated place,0135896,33.375128,-86.809416,census_gazetteer
Erie,Erie city,PA,US,92940,2024,2,incorporated place,4224000,42.116594,-80.073503,census_gazetteer
Hemet,Hemet city,CA,US,92912,2024,2,incorporated place,0633182,33.734068,-116.996808,census_gazetteer
North Port,North Port city,FL,US,92875,2024,2,incorporated place,1249675,27.058166,-82.198044,census_gazetteer
Sandy,Sandy city,UT,US,92840,2024,2,incorporated place,4967440,40.571714,-111.84987,census_gazetteer
Roswell,Roswell city,GA,US,92227,2024,2,incorporated place,1367284,34.039453,-84.350946,census_gazetteer
Champaign,Champaign city,IL,US,91961,2024,2,incorporated place,1712385,40.114099,-88.274619,census_gazetteer
Victoria,Victoria,BC,CA,91867,2021,2,census subdivision,5917034,48.4359,-123.35155,census_gazetteer
Nashua,Nashua city,NH,US,91851,2024,2,incorporated place,3350260,42.749074,-71.490544,census_gazetteer
Mission Viejo,Mission Viejo city,CA,US,91601,2024,2,incorporated place,0648256,33.609335,-117.656471,census_gazetteer
Bryan,Bryan city,TX,US,91541,2024,2,incorporated place,4810912,30.666016,-96.381049,census_gazetteer
Brossard,Brossard,QC,CA,91525,2021,2,census subdivision,2458007,45.45008,-73.46583,census_gazetteer
Carson,Carson city,CA,US,91358,2024,2,incorporated place,0611530,33.840367,-118.249574,census_gazetteer
Trenton,Trenton city,NJ,US,91193,2024,2,incorporated place,3474000,40.223841,-74.763624,census_gazetteer
Compton,Compton city,CA,US,91129,2024,2,incorporated place,0615044,33.894047,-118.227469,census_gazetteer
Maple Ridge,Maple Ridge,BC,CA,90990,2021,2,census subdivision,5915075,49.21939,-122.60193,census_gazetteer
South Gate,South Gate city,CA,US,90805,2024,2,incorporated place,0673080,33.944159,-118.192761,census_gazetteer
Santa Monica,Santa Monica city,CA,US,90729,2024,2,incorporated place,0670000,34.010911,-118.498245,census_gazetteer
Newton,Newton city,MA,US,90700,2024,2,incorporated place,2545560,42.331768,-71.2084,census_gazetteer
Santa Fe,Santa Fe city,NM,US,90551,2024,2,incorporated place,3570500,35.661981,-105.981815,census_gazetteer
Deerfield Beach,Deerfield Beach city,FL,US,90507,2024,2,incorporated place,1216725,26.311716,-80.125378,census_gazetteer
Fort Smith,Fort Smith city,AR,US,90507,2024,2,incorporated place,0524550,35.349276,-94.370883,census_gazetteer
Clifton,Clifton city,NJ,US,90322,2024,2,incorporated place,3413690,40.862137,-74.160393,census_gazetteer
Lawton,Lawton city,OK,US,90027,2024,2,incorporated place,4041850,34.617172,-98.4214,census_gazetteer
Guaynabo,Guaynabo Municipio,PR,US,89780,2020,2,municipio,,18.344357,-66.114056,census_gazetteer
Frederick,Frederick city,MD,US,89537,2024,2,incorporated place,2430325,39.434089,-77.414539,census_gazetteer
Westminster,Westminster city,CA,US,89537,2024,2,incorporated place,0684550,33.752292,-117.993868,census_gazetteer
Springdale,Springdale city,AR,US,89368,2024,2,incorporated place,0566080,36.191438,-94.155062,census_gazetteer
Lawrence,Lawrence city,MA,US,89332,2024,2,incorporated place,2534550,42.700273,-71.161357,census_gazetteer
Troy,Troy city,MI,US,89209,2024,2,incorporated place,2680700,42.583882,-83.145533,census_gazetteer
Franklin,Franklin city,TN,US,89142,2024,2,incorporated place,4727740,35.914025,-86.852161,census_gazetteer
Danbury,Danbury city,CT,US,88692,2024,2,incorporated place,0918430,41.398741,-73.478103,census_gazetteer
Ogden,Ogden city,UT,US,88656,2024,2,incorporated place,4955980,41.228391,-111.968147,census_gazetteer
Mission,Mission city,TX,US,88574,2024,2,incorporated place,4848768,26.20406,-98.325221,census_gazetteer
Waukegan,Waukegan city,IL,US,88570,2024,2,incorporated place,1779293,42.369447,-87.870898,census_gazetteer
Bloomington,Bloomington city,MN,US,88344,2024,2,incorporated place,2706616,44.829666,-93.315217,census_gazetteer
North Vancouver (District),North Vancouver,BC,CA,88168,2021,2,census subdivision,5915046,49.31636,-123.06934,census_gazetteer
Folsom,Folsom city,CA,US,88091,2024,2,incorporated place,0624638,38.666597,-121.141635,census_gazetteer
Duluth,Duluth city,MN,US,87986,2024,2,incorporated place,2717000,46.774458,-92.134135,census_gazetteer
Newmarket,Newmarket,ON,CA,87942,2021,2,census subdivision,3519048,44.05011,-79.46631,census_gazetteer
Arecibo,Arecibo Municipio,PR,US,87754,2020,2,municipio,,18.434004,-66.674994,census_gazetteer
Melbourne,Melbourne city,FL,US,87561,2024,2,incorporated place,1243975,28.110438,-80.662717,census_gazetteer
Leander,Leander city,TX,US,87511,2024,2,incorporated place,4842016,30.574273,-97.861741,census_gazetteer
Mountain View,Mountain View city,CA,US,87316,2024,2,incorporated place,0649670,37.399686,-122.079269,census_gazetteer
Santa Barbara,Santa Barbara city,CA,US,87291,2024,2,incorporated place,0669070,34.403592,-119.713714,census_gazetteer
Lake Forest,Lake Forest city,CA,US,87159,2024,2,incorporated place,0639496,33.654946,-117.675848,census_gazetteer
Citrus Heights,Citrus Heights city,CA,US,86909,2024,2,incorporated place,0613588,38.69481,-121.287953,census_gazetteer
Sioux City,Sioux City city,IA,US,86875,2024,2,incorporated place,1973335,42.49538,-96.389495,census_gazetteer
Kennewick,Kennewick city,WA,US,86728,2024,2,incorporated place,5335275,46.197622,-119.175923,census_gazetteer
San Leandro,San Leandro city,CA,US,86571,2024,2,incorporated place,0668084,37.703368,-122.163036,census_gazetteer
Medford,Medford city,OR,US,86301,2024,2,incorporated place,4147000,42.336006,-122.851762,census_gazetteer
Warner Robins,Warner Robins city,GA,US,86199,2024,2,incorporated place,1380508,32.597096,-83.653936,census_gazetteer
South Jordan,South Jordan city,UT,US,86156,2024,2,incorporated place,4970850,40.555007,-111.992337,census_gazetteer
Repentigny,Repentigny,QC,CA,86100,2021,2,census subdivision,2460013,45.74222,-73.45008,census_gazetteer
Daytona Beach,Daytona Beach city,FL,US,86015,2024,2,incorporated place,1216525,29.19071,-81.097083,census_gazetteer
Baytown,Baytown city,TX,US,86004,2024,2,incorporated place,4806128,29.76478,-94.967457,census_gazetteer
San Ramon,San Ramon city,CA,US,85924,2024,2,incorporated place,0668378,37.765258,-121.931987,census_gazetteer
Homestead,Homestead city,FL,US,85796,2024,2,incorporated place,1232275,25.466694,-80.444342,census_gazetteer
Whittier,Whittier city,CA,US,85589,2024,2,incorporated place,0685292,33.966827,-118.020122,census_gazetteer
Gastonia,Gastonia city,NC,US,85535,2024,2,incorporated place,3725580,35.248796,-81.186436,census_gazetteer
Auburn,Auburn city,WA,US,85513,2024,2,incorporated place,5303180,47.303773,-122.21,census_gazetteer
New Rochelle,New Rochelle city,NY,US,85512,2024,2,incorporated place,3650617,40.923243,-73.779344,census_gazetteer
Livermore,Livermore city,CA,US,84867,2024,2,incorporated place,0641992,37.686977,-121.759781,census_gazetteer
Kissimmee,Kissimmee city,FL,US,84756,2024,2,incorporated place,1236950,28.30278,-81.417831,census_gazetteer
Cranston,Cranston city,RI,US,84448,2024,2,incorporated place,4419180,41.769734,-71.485049,census_gazetteer
Layton,Layton city,UT,US,84348,2024,2,incorporated place,4943660,41.077423,-111.960727,census_gazetteer
Farmington Hills,Farmington Hills city,MI,US,84173,2024,2,incorporated place,2627440,42.485648,-83.375961,census_gazetteer
Rancho Cordova,Rancho Cordova city,CA,US,84113,2024,2,incorporated place,0659444,38.577079,-121.236187,census_gazetteer
Queen Creek,Queen Creek town,AZ,US,83781,2024,2,incorporated place,0458150,33.239425,-111.613319,census_gazetteer
Auburn,Auburn city,AL,US,83757,2024,2,incorporated place,0103076,32.607806,-85.494746,census_gazetteer
Longview,Longview city,TX,US,83668,2024,2,incorporated place,4843888,32.520234,-94.761114,census_gazetteer
Peterborough,Peterborough,ON,CA,83651,2021,2,census subdivision,3515014,44.30012,-78.31623,census_gazetteer
Hawthorne,Hawthorne city,CA,US,83633,2024,2,incorporated place,0632548,33.914775,-118.348083,census_gazetteer
Doral,Doral city,FL,US,83625,2024,2,incorporated place,1217935,25.815956,-80.357556,census_gazetteer
Warwick,Warwick city,RI,US,83554,2024,2,incorporated place,4474300,41.703085,-71.42031,census_gazetteer
Miami Beach,Miami Beach city,FL,US,83251,2024,2,incorporated place,1245025,25.810596,-80.148852,census_gazetteer
Castle Rock,Castle Rock town,CO,US,83213,2024,2,incorporated place,0812415,39.376194,-104.852922,census_gazetteer
Boynton Beach,Boynton Beach city,FL,US,83095,2024,2,incorporated place,1207875,26.528334,-80.080722,census_gazetteer
Perris,Perris city,CA,US,83032,2024,2,incorporated place,0656700,33.789849,-117.222171,census_gazetteer
Redwood City,Redwood City city,CA,US,82982,2024,2,incorporated place,0660102,37.515274,-122.213672,census_gazetteer
Newport Beach,Newport Beach city,CA,US,82970,2024,2,incorporated place,0651182,33.597332,-117.890352,census_gazetteer
Brooklyn Park,Brooklyn Park city,MN,US,82893,2024,2,incorporated place,2707966,45.110906,-93.349088,census_gazetteer
Westland,Westland city,MI,US,82745,2024,2,incorporated place,2686000,42.319173,-83.380778,census_gazetteer
Buena Park,Buena Park city,CA,US,82611,2024,2,incorporated place,0608786,33.857353,-118.007373,census_gazetteer
Jonesboro,Jonesboro city,AR,US,82384,2024,2,incorporated place,0535710,35.819755,-90.679033,census_gazetteer
Largo,Largo city,FL,US,82337,2024,2,incorporated place,1239425,27.908685,-82.774174,census_gazetteer
Redmond,Redmond city,WA,US,82195,2024,2,incorporated place,5357535,47.677924,-122.115336,census_gazetteer
Somerville,Somerville city,MA,US,82149,2024,2,incorporated place,2562535,42.390445,-71.101033,census_gazetteer
Cicero,Cicero town,IL,US,82090,2024,2,incorporated place,1714351,41.844537,-87.75929,census_gazetteer
Pasco,Pasco city,WA,US,81724,2024,2,incorporated place,5353545,46.266113,-119.121426,census_gazetteer
Johns Creek,Johns Creek city,GA,US,81167,2024,2,incorporated place,1342425,34.032739,-84.203848,census_gazetteer
Lake Charles,Lake Charles city,LA,US,81157,2024,2,incorporated place,2241155,30.19902,-93.210835,census_gazetteer
Pharr,Pharr city,TX,US,81142,2024,2,incorporated place,4857200,26.163436,-98.19389,census_gazetteer
Loveland,Loveland city,CO,US,81102,2024,2,incorporated place,0846465,40.416905,-105.063111,census_gazetteer
Mansfield,Mansfield city,TX,US,80803,2024,2,incorporated place,4846452,32.569188,-97.120532,census_gazetteer
Woodbury,Woodbury city,MN,US,80596,2024,2,incorporated place,2771428,44.906283,-92.923703,census_gazetteer
Lynchburg,Lynchburg city,VA,US,80301,2024,2,incorporated place,5147672,37.399016,-79.195458,census_gazetteer
Alhambra,Alhambra city,CA,US,80279,2024,2,incorporated place,0600884,34.083571,-118.136444,census_gazetteer
Saint-Jérôme,Saint-Jérôme,QC,CA,80213,2021,2,census subdivision,2475017,45.78036,-74.00365,census_gazetteer
Flower Mound,Flower Mound town,TX,US,79990,2024,2,incorporated place,4826232,33.037891,-97.113381,census_gazetteer
Bloomington,Bloomington city,IN,US,79986,2024,2,incorporated place,1805860,39.1637,-86.524264,census_gazetteer
Rapid City,Rapid City city,SD,US,79894,2024,2,incorporated place,4652980,44.071071,-103.217924,census_gazetteer
Milpitas,Milpitas city,CA,US,79746,2024,2,incorporated place,0647766,37.433136,-121.890934,census_gazetteer
Flint,Flint city,MI,US,79735,2024,2,incorporated place,2629000,43.02442,-83.691971,census_gazetteer
Upland,Upland city,CA,US,79684,2024,2,incorporated place,0681344,34.116073,-117.659922,census_gazetteer
Moncton,Moncton,NB,CA,79470,2021,2,census subdivision,1307022,46.09454,-64.7965,census_gazetteer
Bethlehem,Bethlehem city,PA,US,79453,2024,2,incorporated place,4206088,40.626424,-75.367898,census_gazetteer
Parma,Parma city,OH,US,79350,2024,2,incorporated place,3961000,41.383569,-81.728641,census_gazetteer
Drummondville,Drummondville,QC,CA,79258,2021,2,census subdivision,2449058,45.88336,-72.48241,census_gazetteer
Kawartha Lakes,Kawartha Lakes,ON,CA,79247,2021,2,census subdivision,3516010,44.355,-78.742,approx_seat
Bloomington,Bloomington city,IL,US,79232,2024,2,incorporated place,1706613,40.475777,-88.969912,census_gazetteer
Bowling Green,Bowling Green city,KY,US,79076,2024,2,incorporated place,2108902,36.976832,-86.433661,census_gazetteer
New Westminster,New Westminster,BC,CA,78916,2021,2,census subdivision,5915029,49.20678,-122.91092,census_gazetteer
Tustin,Tustin city,CA,US,78863,2024,2,incorporated place,0680854,33.73092,-117.810599,census_gazetteer
Alameda,Alameda city,CA,US,78795,2024,2,incorporated place,0600562,37.741911,-122.259914,census_gazetteer
Missouri City,Missouri City city,TX,US,78582,2024,2,incorporated place,4848804,29.562944,-95.535999,census_gazetteer
Wyoming,Wyoming city,MI,US,78559,2024,2,incorporated place,2688940,42.890317,-85.706733,census_gazetteer
Plymouth,Plymouth city,MN,US,78551,2024,2,incorporated place,2751730,45.022312,-93.462883,census_gazetteer
Lakewood,Lakewood city,CA,US,78494,2024,2,incorporated place,0639892,33.847135,-118.121894,census_gazetteer
Cedar Park,Cedar Park city,TX,US,78380,2024,2,incorporated place,4813552,30.510177,-97.818626,census_gazetteer
Rochester Hills,Rochester Hills city,MI,US,78330,2024,2,incorporated place,2669035,42.663484,-83.159196,census_gazetteer
Broomfield,Broomfield city,CO,US,78323,2024,2,incorporated place,0809280,39.953593,-105.050787,census_gazetteer
Mableton,Mableton city,GA,US,78314,2024,2,incorporated place,1348288,33.812998,-84.576946,census_gazetteer
Missoula,Missoula city,MT,US,78204,2024,2,incorporated place,3050200,46.874359,-114.026136,census_gazetteer
Racine,Racine city,WI,US,78057,2024,2,incorporated place,5566000,42.725569,-87.814224,census_gazetteer
Lakeville,Lakeville city,MN,US,77971,2024,2,incorporated place,2735180,44.676134,-93.251743,census_gazetteer
Bismarck,Bismarck city,ND,US,77772,2024,2,incorporated place,3807200,46.814583,-100.770089,census_gazetteer
Flagstaff,Flagstaff city,AZ,US,77539,2024,2,incorporated place,0423620,35.185212,-111.620698,census_gazetteer
Chino Hills,Chino Hills city,CA,US,77418,2024,2,incorporated place,0613214,33.942969,-117.725648,census_gazetteer
Pittsburg,Pittsburg city,CA,US,77131,2024,2,incorporated place,0657456,38.016771,-121.896948,census_gazetteer
Schaumburg,Schaumburg village,IL,US,77099,2024,2,incorporated place,1768003,42.0289,-88.083773,census_gazetteer
Pawtucket,Pawtucket city,RI,US,76996,2024,2,incorporated place,4454640,41.874824,-71.373323,census_gazetteer
Napa,Napa city,CA,US,76921,2024,2,incorporated place,0650258,38.297872,-122.300741,census_gazetteer
Southfield,Southfield city,MI,US,76874,2024,2,incorporated place,2674900,42.47464,-83.259509,census_gazetteer
Ankeny,Ankeny city,IA,US,76727,2024,2,incorporated place,1902305,41.730164,-93.601083,census_gazetteer
Iowa City,Iowa City city,IA,US,76710,2024,2,incorporated place,1938595,41.655661,-91.530859,census_gazetteer
Prince George,Prince George,BC,CA,76708,2021,2,census subdivision,5953023,53.9166,-122.75301,census_gazetteer
Maricopa,Maricopa city,AZ,US,76654,2024,2,incorporated place,0444410,33.041942,-111.999259,census_gazetteer
Lauderhill,Lauderhill city,FL,US,76627,2024,2,incorporated place,1239550,26.162225,-80.224434,census_gazetteer
Caledon,Caledon,ON,CA,76581,2021,2,census subdivision,3521024,43.86544,-79.99322,census_gazetteer
Marysville,Marysville city,WA,US,76209,2024,2,incorporated place,5343955,48.080214,-122.154312,census_gazetteer
Hammond,Hammond city,IN,US,76030,2024,2,incorporated place,1831000,41.618736,-87.494949,census_gazetteer
Evanston,Evanston city,IL,US,76006,2024,2,incorporated place,1724582,42.046391,-87.694352,census_gazetteer
Apex,Apex town,NC,US,75977,2024,2,incorporated place,3701520,35.725577,-78.879919,census_gazetteer
Scranton,Scranton city,PA,US,75905,2024,2,incorporated place,4269000,41.404178,-75.665908,census_gazetteer
New Britain,New Britain city,CT,US,75871,2024,2,incorporated place,0950370,41.676555,-72.786161,census_gazetteer
Rock Hill,Rock Hill city,SC,US,75798,2024,2,incorporated place,4561405,34.938216,-81.019177,census_gazetteer
Bellflower,Bellflower city,CA,US,75716,2024,2,incorporated place,0604982,33.887821,-118.12725,census_gazetteer
Pleasanton,Pleasanton city,CA,US,75664,2024,2,incorporated place,0657792,37.667185,-121.88123,census_gazetteer
Rogers,Rogers city,AR,US,75639,2024,2,incorporated place,0560410,36.318085,-94.152287,census_gazetteer
Arlington Heights,Arlington Heights village,IL,US,75596,2024,2,incorporated place,1702154,42.097362,-87.981671,census_gazetteer
Appleton,Appleton city,WI,US,75344,2024,2,incorporated place,5502375,44.278873,-88.388284,census_gazetteer
Toa Baja,Toa Baja Municipio,PR,US,75293,2020,2,municipio,,18.45691,-66.193193,census_gazetteer
Noblesville,Noblesville city,IN,US,75239,2024,2,incorporated place,1854180,40.036813,-86.005058,census_gazetteer
Blaine,Blaine city,MN,US,75172,2024,2,incorporated place,2706382,45.170515,-93.206089,census_gazetteer
Tamarac,Tamarac city,FL,US,75147,2024,2,incorporated place,1270675,26.203298,-80.256032,census_gazetteer
Rocklin,Rocklin city,CA,US,75129,2024,2,incorporated place,0662364,38.806868,-121.249696,census_gazetteer
Apple Valley,Apple Valley town,CA,US,75029,2024,2,incorporated place,0602364,34.533376,-117.210358,census_gazetteer
Bolingbrook,Bolingbrook village,IL,US,74756,2024,2,incorporated place,1707133,41.687466,-88.106215,census_gazetteer
Gulfport,Gulfport city,MS,US,74621,2024,2,incorporated place,2829700,30.419487,-89.069022,census_gazetteer
Bayonne,Bayonne city,NJ,US,74532,2024,2,incorporated place,3403580,40.662495,-74.110201,census_gazetteer
Greenville,Greenville city,SC,US,74371,2024,2,incorporated place,4530850,34.836902,-82.362997,census_gazetteer
San Marcos,San Marcos city,TX,US,74316,2024,2,incorporated place,4865600,29.87361,-97.936725,census_gazetteer
Redlands,Redlands city,CA,US,74279,2024,2,incorporated place,0659962,34.053506,-117.170476,census_gazetteer
Airdrie,Airdrie,AB,CA,74100,2021,2,census subdivision,4806021,51.30011,-114.03528,census_gazetteer
West Des Moines,West Des Moines city,IA,US,73664,2024,2,incorporated place,1983910,41.549937,-93.781351,census_gazetteer
Johnson City,Johnson City city,TN,US,73635,2024,2,incorporated place,4738320,36.342325,-82.380915,census_gazetteer
Lake Elsinore,Lake Elsinore city,CA,US,73595,2024,2,incorporated place,0639486,33.685956,-117.335404,census_gazetteer
Framingham,Framingham city,MA,US,73361,2024,2,incorporated place,2524960,42.307905,-71.436196,census_gazetteer
Kalamazoo,Kalamazoo city,MI,US,73290,2024,2,incorporated place,2642160,42.275163,-85.588501,census_gazetteer
Wilmington,Wilmington city,DE,US,73176,2024,2,incorporated place,1077580,39.735651,-75.532104,census_gazetteer
Caldwell,Caldwell city,ID,US,73088,2024,2,incorporated place,1612250,43.64588,-116.659336,census_gazetteer
Mayagüez,Mayagüez Municipio,PR,US,73077,2020,2,municipio,,18.08385,-67.886337,census_gazetteer
Turlock,Turlock city,CA,US,72888,2024,2,incorporated place,0680812,37.505524,-120.859269,census_gazetteer
Maple Grove,Maple Grove city,MN,US,72739,2024,2,incorporated place,2740166,45.112764,-93.462975,census_gazetteer
Tulare,Tulare city,CA,US,72601,2024,2,incorporated place,0680644,36.200246,-119.339775,census_gazetteer
St. Charles,St. Charles city,MO,US,72458,2024,2,incorporated place,2964082,38.795702,-90.515364,census_gazetteer
Eau Claire,Eau Claire city,WI,US,72331,2024,2,incorporated place,5522300,44.818343,-91.494769,census_gazetteer
Wood Buffalo,Wood Buffalo,AB,CA,72326,2021,2,census subdivision,4816037,56.7264,-111.381,approx_seat
Harlingen,Harlingen city,TX,US,72234,2024,2,incorporated place,4832372,26.191204,-97.697383,census_gazetteer
St. Cloud,St. Cloud city,MN,US,72145,2024,2,incorporated place,2756896,45.526658,-94.171007,census_gazetteer
Sault Ste. Marie,Sault Ste. Marie,ON,CA,72051,2021,2,census subdivision,3557061,46.51677,-84.33325,census_gazetteer
Sarnia,Sarnia,ON,CA,72047,2021,2,census subdivision,3538030,42.97866,-82.40407,census_gazetteer
Mount Vernon,Mount Vernon city,NY,US,71999,2024,2,incorporated place,3649121,40.913105,-73.829317,census_gazetteer
East Orange,East Orange city,NJ,US,71850,2024,2,incorporated place,3419390,40.765055,-74.211655,census_gazetteer
Lafayette,Lafayette city,IN,US,71757,2024,2,incorporated place,1840788,40.39941,-86.862806,census_gazetteer
Camden,Camden city,NJ,US,71749,2024,2,incorporated place,3410000,39.936787,-75.106644,census_gazetteer
Dothan,Dothan city,AL,US,71650,2024,2,incorporated place,0121184,31.233698,-85.406823,census_gazetteer
Waukesha,Waukesha city,WI,US,71461,2024,2,incorporated place,5584250,43.009084,-88.245062,census_gazetteer
North Richland Hills,North Richland Hills city,TX,US,71436,2024,2,incorporated place,4852356,32.86058,-97.219146,census_gazetteer
St. Joseph,St. Joseph city,MO,US,71098,2024,2,incorporated place,2964550,39.75946,-94.821143,census_gazetteer
St. Cloud,St. Cloud city,FL,US,71036,2024,2,incorporated place,1262625,28.235225,-81.283958,census_gazetteer
Jacksonville,Jacksonville city,NC,US,70840,2024,2,incorporated place,3734200,34.72973,-77.393661,census_gazetteer
Walnut Creek,Walnut Creek city,CA,US,70817,2024,2,incorporated place,0683346,37.902666,-122.040479,census_gazetteer
Eastvale,Eastvale city,CA,US,70751,2024,2,incorporated place,0621230,33.963274,-117.582369,census_gazetteer
Passaic,Passaic city,NJ,US,70722,2024,2,incorporated place,3456550,40.857552,-74.129089,census_gazetteer
Conway,Conway city,AR,US,70711,2024,2,incorporated place,0515190,35.074404,-92.467004,census_gazetteer
Gaithersburg,Gaithersburg city,MD,US,70686,2024,2,incorporated place,2431175,39.148601,-77.195131,census_gazetteer
Weston,Weston city,FL,US,70674,2024,2,incorporated place,1276582,26.100391,-80.402059,census_gazetteer
Grand Junction,Grand Junction city,CO,US,70554,2024,2,incorporated place,0831660,39.089062,-108.567452,census_gazetteer
Dublin,Dublin city,CA,US,70544,2024,2,incorporated place,0620018,37.716137,-121.896229,census_gazetteer
Ocala,Ocala city,FL,US,70251,2024,2,incorporated place,1250750,29.17751,-82.151025,census_gazetteer
Commerce City,Commerce City city,CO,US,70245,2024,2,incorporated place,0816495,39.882792,-104.794908,census_gazetteer
Delray Beach,Delray Beach city,FL,US,70140,2024,2,incorporated place,1217100,26.455903,-80.09042,census_gazetteer
Saint John,Saint John,NB,CA,69895,2021,2,census subdivision,1301006,45.27076,-66.05616,census_gazetteer
Camarillo,Camarillo city,CA,US,69881,2024,2,incorporated place,0610046,34.221823,-119.032154,census_gazetteer
Shawnee,Shawnee city,KS,US,69724,2024,2,incorporated place,2064500,39.017488,-94.805801,census_gazetteer
Portland,Portland city,ME,US,69568,2024,2,incorporated place,2360545,43.633157,-70.185305,census_gazetteer
Idaho Falls,Idaho Falls city,ID,US,69523,2024,2,incorporated place,1639700,43.489616,-112.03534,census_gazetteer
Schenectady,Schenectady city,NY,US,69495,2024,2,incorporated place,3665508,42.802641,-73.9272,census_gazetteer
Jackson,Jackson city,TN,US,69303,2024,2,incorporated place,4737640,35.65417,-88.835335,census_gazetteer
Baldwin Park,Baldwin Park city,CA,US,69247,2024,2,incorporated place,0603666,34.082824,-117.971286,census_gazetteer
Canton,Canton city,OH,US,69211,2024,2,incorporated place,3912000,40.80765,-81.367228,census_gazetteer
Yuba City,Yuba City city,CA,US,69148,2024,2,incorporated place,0686972,39.129842,-121.641549,census_gazetteer
Madera,Madera city,CA,US,69094,2024,2,incorporated place,0645022,36.965774,-120.08616,census_gazetteer
Ames,Ames city,IA,US,69026,2024,2,incorporated place,1901855,42.026327,-93.621264,census_gazetteer
Granby,Granby,QC,CA,69025,2021,2,census subdivision,2447017,45.40008,-72.73243,census_gazetteer
Casa Grande,Casa Grande city,AZ,US,68927,2024,2,incorporated place,0410530,32.906895,-111.763503,census_gazetteer
Decatur,Decatur city,IL,US,68763,2024,2,incorporated place,1718823,39.855983,-88.933746,census_gazetteer
Lodi,Lodi city,CA,US,68642,2024,2,incorporated place,0642202,38.12161,-121.290765,census_gazetteer
Rockville,Rockville city,MD,US,68417,2024,2,incorporated place,2467675,39.083666,-77.155585,census_gazetteer
Haverhill,Haverhill city,MA,US,68291,2024,2,incorporated place,2529405,42.782945,-71.087436,census_gazetteer
St. Albert,St. Albert,AB,CA,68232,2021,2,census subdivision,4811062,53.63344,-113.63533,census_gazetteer
Greenwood,Greenwood city,IN,US,68175,2024,2,incorporated place,1829898,39.603372,-86.105227,census_gazetteer
Rowlett,Rowlett city,TX,US,68123,2024,2,incorporated place,4863572,32.915926,-96.548587,census_gazetteer
Redondo Beach,Redondo Beach city,CA,US,68075,2024,2,incorporated place,0660018,33.849538,-118.400755,census_gazetteer
Trujillo Alto,Trujillo Alto Municipio,PR,US,67740,2020,2,municipio,,18.335387,-66.003787,census_gazetteer
Novi,Novi city,MI,US,67675,2024,2,incorporated place,2659440,42.478494,-83.486825,census_gazetteer
Palo Alto,Palo Alto city,CA,US,67658,2024,2,incorporated place,0655282,37.39652,-122.143088,census_gazetteer
Gary,Gary city,IN,US,67555,2024,2,incorporated place,1827000,41.59074,-87.347113,census_gazetteer
Norfolk County,Norfolk County,ON,CA,67490,2021,2,census subdivision,3528052,42.8334,-80.38297,census_gazetteer
Waterloo,Waterloo city,IA,US,67477,2024,2,incorporated place,1982425,42.492327,-92.351947,census_gazetteer
