name,official_name,state,country,population,pop_year,tier,type,geoid,lat,lon,coord_source
Poughkeepsie,Poughkeepsie city,NY,US,32293,2024,2,incorporated place,3659641,41.694595,-73.919869,census_gazetteer
Atwater,Atwater city,CA,US,32248,2024,2,incorporated place,0603162,37.354049,-120.597177,census_gazetteer
Parkland County,Parkland County,AB,CA,32205,2021,2,census subdivision,4811034,53.52,-114.33,approx_seat
Cochrane,Cochrane,AB,CA,32199,2021,2,census subdivision,4806019,51.18341,-114.46871,census_gazetteer
O'Fallon,O'Fallon city,IL,US,32169,2024,2,incorporated place,1755249,38.600006,-89.915402,census_gazetteer
West Bend,West Bend city,WI,US,32149,2024,2,incorporated place,5585350,43.417492,-88.181685,census_gazetteer
North Andover,North Andover town,MA,US,32135,2024,2,New England town (MCD),2500946365,42.673909,-71.091334,census_gazetteer
Fajardo,Fajardo Municipio,PR,US,32124,2020,2,municipio,,18.386378,-65.588454,census_gazetteer
Naugatuck,Naugatuck borough,CT,US,32116,2024,2,incorporated place,0949880,41.487785,-73.051551,census_gazetteer
South Kingstown,South Kingstown town,RI,US,32094,2024,2,New England town (MCD),4400967460,41.410847,-71.547469,census_gazetteer
Shawnee,Shawnee city,OK,US,32092,2024,2,incorporated place,4066800,35.369413,-96.956408,census_gazetteer
Bay City,Bay City city,MI,US,32086,2024,2,incorporated place,2606020,43.590062,-83.888421,census_gazetteer
Westfield,Westfield town,NJ,US,32050,2024,2,incorporated place,3479040,40.651644,-74.343447,census_gazetteer
Matthews,Matthews town,NC,US,32048,2024,2,incorporated place,3741960,35.119788,-80.709693,census_gazetteer
Carlsbad,Carlsbad city,NM,US,31999,2024,2,incorporated place,3512150,32.40079,-104.241012,census_gazetteer
Wheat Ridge,Wheat Ridge city,CO,US,31999,2024,2,incorporated place,0884440,39.772675,-105.104801,census_gazetteer
North Cowichan,North Cowichan,BC,CA,31990,2021,2,census subdivision,5919008,48.84133,-123.68596,census_gazetteer
Rome,Rome city,NY,US,31990,2024,2,incorporated place,3663418,43.226002,-75.489523,census_gazetteer
Anna,Anna city,TX,US,31986,2024,2,incorporated place,4803300,33.348167,-96.553452,census_gazetteer
Bell,Bell city,CA,US,31930,2024,2,incorporated place,0604870,33.979704,-118.179249,census_gazetteer
Banning,Banning city,CA,US,31929,2024,2,incorporated place,0603820,33.945903,-116.899044,census_gazetteer
San Germán,San Germán Municipio,PR,US,31879,2020,2,municipio,,18.1078,-67.037263,census_gazetteer
Lawrenceville,Lawrenceville city,GA,US,31877,2024,2,incorporated place,1345488,33.952875,-83.992231,census_gazetteer
Elk Grove Village,Elk Grove Village village,IL,US,31802,2024,2,incorporated place,1723256,42.005778,-87.993034,census_gazetteer
Tewksbury,Tewksbury town,MA,US,31796,2024,2,New England town (MCD),2501769415,42.612088,-71.227845,census_gazetteer
Santa Paula,Santa Paula city,CA,US,31786,2024,2,incorporated place,0670042,34.354941,-119.066271,census_gazetteer
Norwood,Norwood town,MA,US,31764,2024,2,New England town (MCD),2502150250,42.187364,-71.195971,census_gazetteer
Brooklyn Center,Brooklyn Center city,MN,US,31755,2024,2,incorporated place,2707948,45.06797,-93.317829,census_gazetteer
Clayton,Clayton town,NC,US,31732,2024,2,incorporated place,3712860,35.658139,-78.446007,census_gazetteer
Fairbanks,Fairbanks city,AK,US,31732,2024,2,incorporated place,0224230,64.836531,-147.651745,census_gazetteer
Bixby,Bixby city,OK,US,31728,2024,2,incorporated place,4006400,35.945571,-95.878343,census_gazetteer
Statesville,Statesville city,NC,US,31693,2024,2,incorporated place,3764740,35.785493,-80.872962,census_gazetteer
Newington,Newington town,CT,US,31692,2024,2,New England town (MCD),0911052140,41.686993,-72.730839,census_gazetteer
North Olmsted,North Olmsted city,OH,US,31690,2024,2,incorporated place,3956882,41.414929,-81.919131,census_gazetteer
Salem,Salem town,NH,US,31673,2024,2,New England town (MCD),3301566660,42.788267,-71.221725,census_gazetteer
Houma,Houma city,LA,US,31671,2024,2,incorporated place,2236255,29.578681,-90.708023,census_gazetteer
Alamogordo,Alamogordo city,NM,US,31667,2024,2,incorporated place,3501780,32.883619,-105.963607,census_gazetteer
Casselberry,Casselberry city,FL,US,31650,2024,2,incorporated place,1211050,28.661183,-81.321926,census_gazetteer
Juneau city and,Juneau city and borough,AK,US,31572,2024,2,incorporated place,0236400,58.37291,-134.178445,census_gazetteer
El Paso de Robles (Paso Robles),El Paso de Robles (Paso Robles) city,CA,US,31568,2024,2,incorporated place,0622300,35.628513,-120.650356,census_gazetteer
San Pablo,San Pablo city,CA,US,31562,2024,2,incorporated place,0668294,37.962861,-122.342581,census_gazetteer
Seaside,Seaside city,CA,US,31524,2024,2,incorporated place,0670742,36.625058,-121.817804,census_gazetteer
Southlake,Southlake city,TX,US,31500,2024,2,incorporated place,4869032,32.954493,-97.148867,census_gazetteer
Northport,Northport city,AL,US,31492,2024,2,incorporated place,0155200,33.257565,-87.596396,census_gazetteer
Michigan City,Michigan City city,IN,US,31466,2024,2,incorporated place,1848798,41.708776,-86.866875,census_gazetteer
Princeton,Princeton,NJ,US,31445,2024,2,incorporated place,3460900,40.358244,-74.666728,census_gazetteer
Chambly,Chambly,QC,CA,31444,2021,2,census subdivision,2457005,45.45008,-73.28246,census_gazetteer
Rockledge,Rockledge city,FL,US,31429,2024,2,incorporated place,1261500,28.321362,-80.737823,census_gazetteer
Converse,Converse city,TX,US,31400,2024,2,incorporated place,4816468,29.512488,-98.304625,census_gazetteer
Magna metro township,Magna metro township,UT,US,31381,2024,2,incorporated place,4947290,40.759538,-112.18273,census_gazetteer
West Melbourne,West Melbourne city,FL,US,31378,2024,2,incorporated place,1276500,28.050398,-80.658327,census_gazetteer
West Warwick,West Warwick town,RI,US,31326,2024,2,New England town (MCD),4400378440,41.679601,-71.521114,census_gazetteer
Harrison,Harrison village,NY,US,31321,2024,2,incorporated place,3632402,41.023538,-73.719283,census_gazetteer
Northampton,Northampton city,MA,US,31315,2024,2,incorporated place,2546330,42.327044,-72.67463,census_gazetteer
Kalispell,Kalispell city,MT,US,31296,2024,2,incorporated place,3040075,48.216152,-114.327645,census_gazetteer
Pekin,Pekin city,IL,US,31266,2024,2,incorporated place,1758447,40.568757,-89.625115,census_gazetteer
Liberty,Liberty city,MO,US,31245,2024,2,incorporated place,2942032,39.24127,-94.419445,census_gazetteer
Wellesley,Wellesley town,MA,US,31242,2024,2,New England town (MCD),2502174175,42.305932,-71.282917,census_gazetteer
North Attleborough Town,North Attleborough Town city,MA,US,31210,2024,2,incorporated place,2546598,41.970454,-71.33493,census_gazetteer
Pooler,Pooler city,GA,US,31171,2024,2,incorporated place,1362104,32.105635,-81.256032,census_gazetteer
Centre Wellington,Centre Wellington,ON,CA,31093,2021,2,census subdivision,3523025,43.706,-80.377,approx_seat
Ballwin,Ballwin city,MO,US,31036,2024,2,incorporated place,2903160,38.594726,-90.54996,census_gazetteer
Beverly Hills,Beverly Hills city,CA,US,31027,2024,2,incorporated place,0606308,34.07923,-118.402437,census_gazetteer
Port Chester,Port Chester village,NY,US,30957,2024,2,incorporated place,3659223,41.004701,-73.667175,census_gazetteer
Anderson,Anderson city,SC,US,30937,2024,2,incorporated place,4501360,34.521487,-82.643517,census_gazetteer
Jackson,Jackson city,MI,US,30920,2024,2,incorporated place,2641420,42.243441,-84.404858,census_gazetteer
Vernon,Vernon town,CT,US,30895,2024,2,New England town (MCD),0911078250,41.837561,-72.45904,census_gazetteer
North Royalton,North Royalton city,OH,US,30894,2024,2,incorporated place,3957008,41.315918,-81.748063,census_gazetteer
Burlingame,Burlingame city,CA,US,30885,2024,2,incorporated place,0609066,37.589952,-122.363342,census_gazetteer
Los Altos,Los Altos city,CA,US,30864,2024,2,incorporated place,0643280,37.368431,-122.09657,census_gazetteer
Winter Park,Winter Park city,FL,US,30835,2024,2,incorporated place,1278300,28.59663,-81.345748,census_gazetteer
Hopkinsville,Hopkinsville city,KY,US,30800,2024,2,incorporated place,2137918,36.839284,-87.473544,census_gazetteer
Highland Park,Highland Park city,IL,US,30794,2024,2,incorporated place,1734722,42.182372,-87.810845,census_gazetteer
Rahway,Rahway city,NJ,US,30763,2024,2,incorporated place,3461530,40.607152,-74.280531,census_gazetteer
Daphne,Daphne city,AL,US,30751,2024,2,incorporated place,0119648,30.627931,-87.872087,census_gazetteer
Enterprise,Enterprise city,AL,US,30731,2024,2,incorporated place,0124184,31.325529,-85.846071,census_gazetteer
Crestview,Crestview city,FL,US,30727,2024,2,incorporated place,1215475,30.747932,-86.579275,census_gazetteer
Paragould,Paragould city,AR,US,30680,2024,2,incorporated place,0553390,36.052289,-90.510464,census_gazetteer
Fridley,Fridley city,MN,US,30679,2024,2,incorporated place,2722814,45.084246,-93.26005,census_gazetteer
Milford,Milford town,MA,US,30640,2024,2,New England town (MCD),2502741165,42.158692,-71.521419,census_gazetteer
North Chicago,North Chicago city,IL,US,30639,2024,2,incorporated place,1753559,42.316696,-87.859201,census_gazetteer
Cheshire,Cheshire town,CT,US,30610,2024,2,New England town (MCD),0914014160,41.511827,-72.903617,census_gazetteer
Holladay,Holladay city,UT,US,30588,2024,2,incorporated place,4936070,40.659924,-111.822697,census_gazetteer
Lafayette,Lafayette city,CO,US,30587,2024,2,incorporated place,0841835,39.994814,-105.099676,census_gazetteer
Rosemount,Rosemount city,MN,US,30581,2024,2,incorporated place,2755726,44.745814,-93.068864,census_gazetteer
Gurnee,Gurnee village,IL,US,30546,2024,2,incorporated place,1732018,42.370085,-87.936805,census_gazetteer
Algonquin,Algonquin village,IL,US,30539,2024,2,incorporated place,1700685,42.159466,-88.321873,census_gazetteer
Newark,Newark city,DE,US,30506,2024,2,incorporated place,1050670,39.677649,-75.757479,census_gazetteer
Gloucester,Gloucester city,MA,US,30491,2024,2,incorporated place,2526150,42.62885,-70.685875,census_gazetteer
Morgantown,Morgantown city,WV,US,30490,2024,2,incorporated place,5455756,39.637487,-79.946856,census_gazetteer
Saratoga,Saratoga city,CA,US,30486,2024,2,incorporated place,0670280,37.268326,-122.02622,census_gazetteer
Bowling Green,Bowling Green city,OH,US,30463,2024,2,incorporated place,3907972,41.377677,-83.649584,census_gazetteer
Woodburn,Woodburn city,OR,US,30449,2024,2,incorporated place,4183750,45.147152,-122.861162,census_gazetteer
Oakdale,Oakdale city,MN,US,30441,2024,2,incorporated place,2747680,44.987546,-92.963553,census_gazetteer
Easton,Easton city,PA,US,30432,2024,2,incorporated place,4221648,40.685971,-75.218548,census_gazetteer
Yabucoa,Yabucoa Municipio,PR,US,30412,2020,2,municipio,,18.059858,-65.859871,census_gazetteer
Okotoks,Okotoks,AB,CA,30405,2021,2,census subdivision,4806012,50.72885,-113.98281,census_gazetteer
Laguna Hills,Laguna Hills city,CA,US,30378,2024,2,incorporated place,0639220,33.591216,-117.697621,census_gazetteer
Johnston,Johnston town,RI,US,30363,2024,2,New England town (MCD),4400737720,41.82744,-71.519879,census_gazetteer
Hazleton,Hazleton city,PA,US,30354,2024,2,incorporated place,4233408,40.95047,-75.972509,census_gazetteer
Alma,Alma,QC,CA,30331,2021,2,census subdivision,2493042,48.55009,-71.6491,census_gazetteer
Laurel,Laurel city,MD,US,30238,2024,2,incorporated place,2445900,39.095075,-76.861245,census_gazetteer
Englewood,Englewood city,NJ,US,30221,2024,2,incorporated place,3421480,40.891197,-73.972515,census_gazetteer
Independence,Independence city,KY,US,30196,2024,2,incorporated place,2139142,38.957442,-84.547372,census_gazetteer
La Verne,La Verne city,CA,US,30192,2024,2,incorporated place,0640830,34.120521,-117.769928,census_gazetteer
Middletown,Middletown city,NY,US,30188,2024,2,incorporated place,3647042,41.444922,-74.423573,census_gazetteer
Chaska,Chaska city,MN,US,30167,2024,2,incorporated place,2710972,44.816364,-93.610023,census_gazetteer
Orangeville,Orangeville,ON,CA,30167,2021,2,census subdivision,3522014,43.9168,-80.09967,census_gazetteer
Central,Central city,LA,US,30161,2024,2,incorporated place,2213960,30.559305,-91.035507,census_gazetteer
Lawndale,Lawndale city,CA,US,30160,2024,2,incorporated place,0640886,33.888435,-118.353143,census_gazetteer
Sainte-Julie,Sainte-Julie,QC,CA,30045,2021,2,census subdivision,2459010,45.58338,-73.33246,census_gazetteer
Fredericksburg,Fredericksburg city,VA,US,29992,2024,2,incorporated place,5129744,38.299272,-77.486658,census_gazetteer
North Tonawanda,North Tonawanda city,NY,US,29981,2024,2,incorporated place,3653682,43.049157,-78.871224,census_gazetteer
Saint-Constant,Saint-Constant,QC,CA,29954,2021,2,census subdivision,2467035,45.36678,-73.56588,census_gazetteer
Melrose,Melrose city,MA,US,29938,2024,2,incorporated place,2540115,42.455723,-71.059019,census_gazetteer
Niles,Niles village,IL,US,29918,2024,2,incorporated place,1753000,42.027862,-87.809973,census_gazetteer
Venice,Venice city,FL,US,29902,2024,2,incorporated place,1273900,27.116973,-82.41519,census_gazetteer
Alvin,Alvin city,TX,US,29869,2024,2,incorporated place,4802272,29.424772,-95.224432,census_gazetteer
Schererville,Schererville town,IN,US,29780,2024,2,incorporated place,1868220,41.485177,-87.443395,census_gazetteer
Mauldin,Mauldin city,SC,US,29746,2024,2,incorporated place,4545115,34.781025,-82.304234,census_gazetteer
Atascadero,Atascadero city,CA,US,29743,2024,2,incorporated place,0603064,35.485718,-120.687942,census_gazetteer
Leamington,Leamington,ON,CA,29680,2021,2,census subdivision,3537003,42.05009,-82.59981,census_gazetteer
Windsor,Windsor town,CT,US,29658,2024,2,New England town (MCD),0911087000,41.871037,-72.675082,census_gazetteer
Conway,Conway city,SC,US,29656,2024,2,incorporated place,4516405,33.834533,-79.049173,census_gazetteer
Suisun City,Suisun City city,CA,US,29614,2024,2,incorporated place,0675630,38.248334,-122.010066,census_gazetteer
Fountain,Fountain city,CO,US,29457,2024,2,incorporated place,0827865,38.68902,-104.680559,census_gazetteer
Stoughton,Stoughton town,MA,US,29457,2024,2,New England town (MCD),2502167945,42.119006,-71.10365,census_gazetteer
Russellville,Russellville city,AR,US,29442,2024,2,incorporated place,0561670,35.276328,-93.138743,census_gazetteer
Burton,Burton city,MI,US,29420,2024,2,incorporated place,2612060,43.000745,-83.618151,census_gazetteer
Hobart,Hobart city,IN,US,29418,2024,2,incorporated place,1834114,41.51353,-87.276399,census_gazetteer
San Carlos,San Carlos city,CA,US,29403,2024,2,incorporated place,0665070,37.499034,-122.267572,census_gazetteer
Oak Park,Oak Park city,MI,US,29402,2024,2,incorporated place,2659920,42.464943,-83.18241,census_gazetteer
Jeffersontown,Jeffersontown city,KY,US,29388,2024,2,incorporated place,2140222,38.205547,-85.569661,census_gazetteer
Merrimack,Merrimack town,NH,US,29367,2024,2,New England town (MCD),3301147540,42.852034,-71.519876,census_gazetteer
Kirkwood,Kirkwood city,MO,US,29348,2024,2,incorporated place,2939044,38.579356,-90.420881,census_gazetteer
East Palo Alto,East Palo Alto city,CA,US,29296,2024,2,incorporated place,0620956,37.46778,-122.13255,census_gazetteer
Galesburg,Galesburg city,IL,US,29289,2024,2,incorporated place,1728326,40.950217,-90.376564,census_gazetteer
Marysville,Marysville city,OH,US,29276,2024,2,incorporated place,3948160,40.227986,-83.35936,census_gazetteer
Raytown,Raytown city,MO,US,29244,2024,2,incorporated place,2960788,38.994274,-94.461511,census_gazetteer
Naranjito,Naranjito Municipio,PR,US,29241,2020,2,municipio,,18.28992,-66.25344,census_gazetteer
Wakefield,Wakefield town,MA,US,29216,2024,2,New England town (MCD),2501772215,42.504361,-71.064061,census_gazetteer
Bridgewater Town,Bridgewater Town city,MA,US,29167,2024,2,incorporated place,2508130,41.972376,-70.978773,census_gazetteer
Jacksonville,Jacksonville city,AR,US,29129,2024,2,incorporated place,0534750,34.880512,-92.13059,census_gazetteer
Kuna,Kuna city,ID,US,29127,2024,2,incorporated place,1644290,43.52484,-116.403639,census_gazetteer
Southgate,Southgate city,MI,US,29081,2024,2,incorporated place,2674960,42.204707,-83.205685,census_gazetteer
Saugus,Saugus town,MA,US,29029,2024,2,New England town (MCD),2500960015,42.468432,-71.013946,census_gazetteer
West Springfield Town,West Springfield Town city,MA,US,29028,2024,2,incorporated place,2577890,42.125451,-72.649734,census_gazetteer
Monterey,Monterey city,CA,US,29015,2024,2,incorporated place,0648872,36.601193,-121.88311,census_gazetteer
Garfield Heights,Garfield Heights city,OH,US,29014,2024,2,incorporated place,3929428,41.418631,-81.605081,census_gazetteer
Ramsey,Ramsey city,MN,US,28999,2024,2,incorporated place,2753026,45.260019,-93.452233,census_gazetteer
Barranquitas,Barranquitas Municipio,PR,US,28983,2020,2,municipio,,18.200018,-66.309282,census_gazetteer
Happy Valley,Happy Valley city,OR,US,28969,2024,2,incorporated place,4132050,45.433959,-122.508699,census_gazetteer
Langley (City),Langley,BC,CA,28963,2021,2,census subdivision,5915002,49.10107,-122.65883,census_gazetteer
Bergenfield,Bergenfield borough,NJ,US,28921,2024,2,incorporated place,3405170,40.922334,-73.998001,census_gazetteer
Texarkana,Texarkana city,AR,US,28897,2024,2,incorporated place,0568810,33.436339,-93.987118,census_gazetteer
Grimsby,Grimsby,ON,CA,28883,2021,2,census subdivision,3526065,43.20011,-79.56631,census_gazetteer
Glen Ellyn,Glen Ellyn village,IL,US,28872,2024,2,incorporated place,1729756,41.866715,-88.062711,census_gazetteer
Parkersburg,Parkersburg city,WV,US,28834,2024,2,incorporated place,5462140,39.261278,-81.54335,census_gazetteer
McHenry,McHenry city,IL,US,28825,2024,2,incorporated place,1745694,42.336204,-88.291651,census_gazetteer
Mint Hill,Mint Hill town,NC,US,28825,2024,2,incorporated place,3743480,35.178473,-80.655698,census_gazetteer
Williston,Williston city,ND,US,28821,2024,2,incorporated place,3886220,48.189496,-103.649117,census_gazetteer
Milton,Milton town,MA,US,28811,2024,2,New England town (MCD),2502141690,42.241559,-71.082437,census_gazetteer
Eagle Pass,Eagle Pass city,TX,US,28768,2024,2,incorporated place,4821892,28.712803,-100.484812,census_gazetteer
Kernersville,Kernersville town,NC,US,28760,2024,2,incorporated place,3735600,36.106171,-80.081895,census_gazetteer
Agawam Town,Agawam Town city,MA,US,28749,2024,2,incorporated place,2500840,42.063891,-72.652959,census_gazetteer
New Milford,New Milford town,CT,US,28745,2024,2,New England town (MCD),0919052630,41.601267,-73.422807,census_gazetteer
Saratoga Springs,Saratoga Springs city,NY,US,28741,2024,2,incorporated place,3665255,43.067704,-73.778142,census_gazetteer
Morovis,Morovis Municipio,PR,US,28727,2020,2,municipio,,18.318017,-66.420392,census_gazetteer
Lake in the Hills,Lake in the Hills village,IL,US,28706,2024,2,incorporated place,1741183,42.179357,-88.315468,census_gazetteer
Shaker Heights,Shaker Heights city,OH,US,28689,2024,2,incorporated place,3971682,41.47609,-81.549197,census_gazetteer
Madison Heights,Madison Heights city,MI,US,28626,2024,2,incorporated place,2650560,42.507264,-83.103351,census_gazetteer
Frankfort,Frankfort city,KY,US,28610,2024,2,incorporated place,2128900,38.194966,-84.865877,census_gazetteer
Burbank,Burbank city,IL,US,28606,2024,2,incorporated place,1709642,41.74441,-87.768568,census_gazetteer
Sugar Hill,Sugar Hill city,GA,US,28598,2024,2,incorporated place,1374180,34.085962,-84.03397,census_gazetteer
Danvers,Danvers town,MA,US,28590,2024,2,New England town (MCD),2500916250,42.574174,-70.950516,census_gazetteer
Maple Valley,Maple Valley city,WA,US,28553,2024,2,incorporated place,5343150,47.367147,-122.034815,census_gazetteer
Palm Springs,Palm Springs village,FL,US,28548,2024,2,incorporated place,1254450,26.635808,-80.098352,census_gazetteer
Huntley,Huntley village,IL,US,28495,2024,2,incorporated place,1736750,42.160801,-88.435461,census_gazetteer
New Lenox,New Lenox village,IL,US,28480,2024,2,incorporated place,1752584,41.510022,-87.970002,census_gazetteer
Pearl,Pearl city,MS,US,28458,2024,2,incorporated place,2855760,32.272456,-90.091827,census_gazetteer
Branford,Branford town,CT,US,28448,2024,2,New England town (MCD),0917007310,41.279949,-72.78595,census_gazetteer
Slidell,Slidell city,LA,US,28440,2024,2,incorporated place,2270805,30.288913,-89.782926,census_gazetteer
Courtenay,Courtenay,BC,CA,28420,2021,2,census subdivision,5926010,49.68657,-124.9936,census_gazetteer
Ridgecrest,Ridgecrest city,CA,US,28373,2024,2,incorporated place,0660704,35.628542,-117.663992,census_gazetteer
Port Huron,Port Huron city,MI,US,28342,2024,2,incorporated place,2665820,42.993766,-82.433743,census_gazetteer
Magog,Magog,QC,CA,28312,2021,2,census subdivision,2445072,45.26678,-72.14909,census_gazetteer
Boisbriand,Boisbriand,QC,CA,28308,2021,2,census subdivision,2473005,45.61678,-73.83249,census_gazetteer
Carrollton,Carrollton city,GA,US,28306,2024,2,incorporated place,1313492,33.581847,-85.083333,census_gazetteer
Utuado,Utuado Municipio,PR,US,28287,2020,2,municipio,,18.270865,-66.702989,census_gazetteer
Marion,Marion city,IN,US,28216,2024,2,incorporated place,1846908,40.549986,-85.66042,census_gazetteer
Madison,Madison city,MS,US,28210,2024,2,incorporated place,2844520,32.473884,-90.130865,census_gazetteer
Whitehorse,Whitehorse,YT,CA,28201,2021,2,census subdivision,6001009,60.71611,-135.05375,census_gazetteer
Union City,Union City city,GA,US,28195,2024,2,incorporated place,1378324,33.593837,-84.56263,census_gazetteer
Fremont,Fremont city,NE,US,28190,2024,2,incorporated place,3117670,41.439842,-96.487,census_gazetteer
Farmington,Farmington town,CT,US,28189,2024,2,New England town (MCD),0911027600,41.729774,-72.842031,census_gazetteer
Brawley,Brawley city,CA,US,28188,2024,2,incorporated place,0608058,32.978454,-115.528569,census_gazetteer
Mount Pleasant,Mount Pleasant village,WI,US,28184,2024,2,incorporated place,5554875,42.708832,-87.884894,census_gazetteer
Newburgh,Newburgh city,NY,US,28181,2024,2,incorporated place,3650034,41.503249,-74.01964,census_gazetteer
Lake Jackson,Lake Jackson city,TX,US,28158,2024,2,incorporated place,4840588,29.050864,-95.45123,census_gazetteer
Dieppe,Dieppe,NB,CA,28114,2021,2,census subdivision,1307045,46.07844,-64.68735,census_gazetteer
Lansing,Lansing village,IL,US,28107,2024,2,incorporated place,1742028,41.565004,-87.546004,census_gazetteer
Lares,Lares Municipio,PR,US,28105,2020,2,municipio,,18.276925,-66.869587,census_gazetteer
Glen Cove,Glen Cove city,NY,US,28088,2024,2,incorporated place,3629113,40.884756,-73.644781,census_gazetteer
New London,New London city,CT,US,28081,2024,2,incorporated place,0952280,41.332957,-72.096176,census_gazetteer
Simpsonville,Simpsonville city,SC,US,28078,2024,2,incorporated place,4566580,34.728538,-82.256377,census_gazetteer
Foley,Foley city,AL,US,28043,2024,2,incorporated place,0126992,30.397068,-87.66846,census_gazetteer
Tualatin,Tualatin city,OR,US,28036,2024,2,incorporated place,4174950,45.376856,-122.774723,census_gazetteer
Newtown,Newtown town,CT,US,28029,2024,2,New England town (MCD),0919052980,41.399503,-73.293982,census_gazetteer
Prior Lake,Prior Lake city,MN,US,28018,2024,2,incorporated place,2752594,44.725594,-93.440877,census_gazetteer
Garden City,Garden City city,KS,US,27996,2024,2,incorporated place,2025325,37.975876,-100.850884,census_gazetteer
Mansfield,Mansfield town,CT,US,27996,2024,2,New England town (MCD),0911044910,41.789272,-72.228464,census_gazetteer
Westport,Westport town,CT,US,27996,2024,2,New England town (MCD),0919083500,41.120831,-73.343464,census_gazetteer
Danville,Danville city,IL,US,27981,2024,2,incorporated place,1718563,40.142628,-87.610707,census_gazetteer
Monroeville,Monroeville municipality,PA,US,27966,2024,2,incorporated place,4250528,40.426324,-79.761379,census_gazetteer
East Haven,East Haven town,CT,US,27953,2024,2,New England town (MCD),0917022910,41.293453,-72.858994,census_gazetteer
North Kingstown,North Kingstown town,RI,US,27938,2024,2,New England town (MCD),4400951580,41.571527,-71.449907,census_gazetteer
Asheboro,Asheboro city,NC,US,27928,2024,2,incorporated place,3702080,35.713768,-79.813253,census_gazetteer
Aberdeen,Aberdeen city,SD,US,27919,2024,2,incorporated place,4600100,45.464678,-98.468104,census_gazetteer
Homewood,Homewood city,AL,US,27919,2024,2,incorporated place,0135800,33.45855,-86.80965,census_gazetteer
Wilsonville,Wilsonville city,OR,US,27895,2024,2,incorporated place,4182800,45.311262,-122.77092,census_gazetteer
Marshalltown,Marshalltown city,IA,US,27886,2024,2,incorporated place,1949755,42.0343,-92.906266,census_gazetteer
Jenks,Jenks city,OK,US,27869,2024,2,incorporated place,4037800,35.998219,-95.973404,census_gazetteer
Bristol,Bristol city,TN,US,27867,2024,2,incorporated place,4708540,36.558549,-82.217001,census_gazetteer
Lemon Grove,Lemon Grove city,CA,US,27867,2024,2,incorporated place,0641124,32.733071,-117.034413,census_gazetteer
Millville,Millville city,NJ,US,27838,2024,2,incorporated place,3446680,39.390093,-75.054797,census_gazetteer
Tumwater,Tumwater city,WA,US,27826,2024,2,incorporated place,5372905,46.989463,-122.917277,census_gazetteer
Winchester,Winchester city,VA,US,27800,2024,2,incorporated place,5186720,39.173869,-78.176356,census_gazetteer
Henderson,Henderson city,KY,US,27750,2024,2,incorporated place,2135866,37.838416,-87.580971,census_gazetteer
Katy,Katy city,TX,US,27741,2024,2,incorporated place,4838476,29.790915,-95.840711,census_gazetteer
Bridgeton,Bridgeton city,NJ,US,27722,2024,2,incorporated place,3407600,39.429192,-75.228595,census_gazetteer
Kent,Kent city,OH,US,27720,2024,2,incorporated place,3939872,41.147561,-81.361965,census_gazetteer
Jamestown,Jamestown city,NY,US,27699,2024,2,incorporated place,3638264,42.097603,-79.236135,census_gazetteer
Maryland Heights,Maryland Heights city,MO,US,27671,2024,2,incorporated place,2946586,38.716774,-90.471843,census_gazetteer
Dodge City,Dodge City city,KS,US,27663,2024,2,incorporated place,2018250,37.76067,-100.017863,census_gazetteer
Williamsport,Williamsport city,PA,US,27628,2024,2,incorporated place,4285312,41.240019,-77.035591,census_gazetteer
Elk River,Elk River city,MN,US,27606,2024,2,incorporated place,2718674,45.332212,-93.566528,census_gazetteer
Thomasville,Thomasville city,NC,US,27605,2024,2,incorporated place,3767420,35.881308,-80.081549,census_gazetteer
Allen Park,Allen Park city,MI,US,27604,2024,2,incorporated place,2601380,42.259473,-83.21039,census_gazetteer
Temple Terrace,Temple Terrace city,FL,US,27588,2024,2,incorporated place,1271400,28.043,-82.375859,census_gazetteer
Gladstone,Gladstone city,MO,US,27579,2024,2,incorporated place,2927190,39.21298,-94.558956,census_gazetteer
Cabot,Cabot city,AR,US,27575,2024,2,incorporated place,0510300,34.975106,-92.028288,census_gazetteer
Neenah,Neenah city,WI,US,27502,2024,2,incorporated place,5555750,44.164925,-88.479628,census_gazetteer
Green,Green city,OH,US,27476,2024,2,incorporated place,3931860,40.953816,-81.472042,census_gazetteer
Fate,Fate city,TX,US,27467,2024,2,incorporated place,4825572,32.949274,-96.383211,census_gazetteer
Wilmette,Wilmette village,IL,US,27443,2024,2,incorporated place,1782075,42.077323,-87.728621,census_gazetteer
Belmont,Belmont town,MA,US,27442,2024,2,New England town (MCD),2501705070,42.395317,-71.180284,census_gazetteer
Hamtramck,Hamtramck city,MI,US,27424,2024,2,incorporated place,2636280,42.395373,-83.055945,census_gazetteer
Wasco,Wasco city,CA,US,27409,2024,2,incorporated place,0683542,35.593785,-119.367101,census_gazetteer
Wethersfield,Wethersfield town,CT,US,27372,2024,2,New England town (MCD),0911084900,41.702484,-72.669301,census_gazetteer
King,King,ON,CA,27333,2021,2,census subdivision,3519049,43.925,-79.528,approx_seat
Camas,Camas city,WA,US,27313,2024,2,incorporated place,5309480,45.601809,-122.430381,census_gazetteer
Balch Springs,Balch Springs city,TX,US,27307,2024,2,incorporated place,4805372,32.713904,-96.618062,census_gazetteer
Walnut,Walnut city,CA,US,27250,2024,2,incorporated place,0683332,34.037195,-117.855606,census_gazetteer
